movies,genre,release_year_start,release_year_end,rating,one-line,director,stars,votes,runtime,gross_in_dollars
No One Gets Out Alive,Horror,2021,2021,5.0,"
An immigrant in search of the American dream who, after being forced to take a room in a boarding house, finds herself in a nightmare she can't escape.",Santiago Menghini,"Cristina Rodlo, 
Marc Menchaca, 
David Figlioli, 
Moronke Akinola
",1930,92.0,1210000.0
Miseuti,Drama,2018,Ongoing,8.2,"
This drama is a Crime Suspense centering around a headstrong anchorwoman who becomes the suspect in a murder case. Her estranged husband, who's a lawyer, decides to defend her and hence starts their journey to fall back in love.",TBD,"Nam-ju Kim, 
Jin-hee Ji, 
Hye-jin Jeon, 
Tae-kyung Im
",421,60.0,1360000.0
The Black Room,Comedy,2017,2017,3.3,"
A young couple moves into their dream house, which quickly becomes a living nightmare upon discovering a demonic secret awaiting them perennially in the cellar - with unholy pleasures, fear feasting and a brute for all who cross its' path.",Rolfe Kanefsky,"Alex Rinehart, 
Lin Shaye, 
Tiffany Shepis, 
Natasha Henstridge
",2734,94.0,855000.0
Chiisana eiyû: Kani to tamago to tômei ningen,Animation,2018,2018,6.6,"
An anthology of three original shorts written and directed by Hiromasa Yonebayashi, Yoshiyuki Momose and Akihiko Yamashita.",TBD,"Alex Cazares, 
Jessica DiCicco, 
Scarlett Estevez, 
Todd Haberkorn
",2308,53.0,180000.0
Let's Be Evil,Horror,2016,2016,4.2,"
A vision of augmented reality.",Martin Owen,"Sophie Willis, 
Jules Brown, 
Elizabeth Morris, 
Chase Bowman
",7067,82.0,1210000.0
WISH YOU: Your Melody from My Heart,Romance,2020,Ongoing,6.5,"
A free-spirited singer whose love of music has him performing on the streets, Kang In Soo's life revolves completely around music. Supported by his friends, In Soo hopes to someday turn his...                See full summary »
",TBD,"Sang Lee, 
Kang Ye Na, 
Subin Park, 
Baek Seo-Bin
",459,10.0,1360000.0
Smile PreCure!,Animation,2012,2013,6.6,"
Once upon a time, there was a kingdom of fairy tales called ""Märchenland"", where many fairy tale characters live together in joy. Suddenly, the evil emperor Pierrot made an invasion on ...                See full summary »
",TBD,"Misato Fukuen, 
Marina Inoue, 
Hisako Kanemoto, 
Chinami Nishimura
",334,24.0,10715000.0
John Mulaney: Kid Gorgeous at Radio City,Comedy,2018,2018,8.0,"
John Mulaney relays his childhood and Saturday Night Live (1975), eviscerates the value of college, and laments getting older in this comedy special. Other topics include the church, his family, President Trump and pedophiles abducting kids.",Alex Timbers,"John Mulaney, 
Jon Brion, 
Carole Shelley
",6989,65.0,855000.0
Yeok-jeok: baek-seong-eul hom-chin do-jeok,Drama,2017,2017,8.3,"
Story of Hong Gil Dong, often said to be Robin Hood of Korea during Joseon Dynasty.",TBD,"Kim Ye-June, 
Sang-Jung Kim, 
Yoon Kyun-Sang, 
Hee-seop Sim
",295,92.0,1360000.0
Tales by Light,Documentary,2015,Ongoing,8.3,"
Behind every powerful image is a powerful story. Uniting exploration, photography and the natural world, Tales By Light follows photographers from Australia and around the world as they push the limits of their craft.",TBD,"Art Wolfe, 
Eric Cheng, 
Stephen Dupont, 
Angela Scott
",1829,23.0,120000.0
One Night Stand,Drama,2016,2016,3.1,"
The story is about Urvil Raisingh and Celina who meet at an event and a memorable night later. Returning back home they continue with their lives. The memories of Celina haunt Urvil. What happens next forms the crux of the unfolding drama. One Night Stand explores the hypocritical world we live in. What is it that Urvil wants?",Jasmine D'Souza,"Tanuj Virwani, 
Sunny Leone, 
Narendra Jetley, 
Aamir Ahmed
",1197,97.0,1360000.0
Classmates Minus,Comedy,2020,2020,7.2,"
Four high school buddies -- a director, a temp worker, an insurance salesman, and a paper craftsman -- grapple with unfulfilled dreams amid middle age ennui.",Hsin-yao Huang,"Jen-Shuo Cheng, 
Kuan-Ting Liu, 
Na-Dou Lin, 
Ming-Shuai Shih
",1169,122.0,855000.0
Twelve Forever,Animation,2019,2019,6.7,"
Reggie's dream is to be a kid forever. Her dream is so powerful that it creates its own fantasy world of perpetual youth.",TBD,"Kelsy Abbott, 
Jaylen Barron, 
Antony Del Rio, 
Spencer Rothbell
",510,24.0,10715000.0
Ashley Garcia: Genius in Love,Comedy,2020,2020,6.9,"
15-year-old scientist Ashley Garcia explores the great unknown of modern teendom after moving across the country to pursue a career in robotics.",TBD,"Jencarlos Canela, 
Paulina Chávez, 
Reed Horstmann, 
Conor Husting
",245,77.0,855000.0
"Coronavirus, Explained",Documentary,2020,2020,7.6,"
In 2020, the world changed. This topical series examines the coronavirus pandemic, the efforts to combat it and ways to manage its mental health toll.",TBD,"Idris Elba, 
Laura Linney, 
J.K. Simmons, 
Peter Daszak
",1927,69.0,120000.0
Bhaag Beanie Bhaag,Comedy,2020,Ongoing,3.8,"
It follows the life of Beanie, a young girl, who decides to run from her very comfortable life and pursue a career in stand-up comedy.",TBD,"Swara Bhaskar, 
Ravi Patel, 
Varun Thakur, 
Dolly Singh
",3806,29.0,855000.0
Triad Princess,Adventure,2019,2019,6.9,"
A woman who grows up in the shadow of her mafia-affiliated father. She defies his wishes and takes a gig as an undercover bodyguard for a famous actress.",TBD,"Eugenie Liu, 
Jasper Liu, 
Olivia Castanho, 
Cecilia Choi
",524,90.0,44820000.0
We Baby Bears,Animation,2022,Ongoing,7.0,"
The bear siblings, Grizz, Panda and Ice Bear, in different locations around the world, on their journey to find a perfect permanent home.",TBD,TBD,916,24.0,10715000.0
Navy Seals vs. Zombies,Action,2015,2015,3.3,"
A team of highly skilled Navy SEALS find themselves embarking on the battle of their lives when they come face-to-face with the undead. After a deadly outbreak occurs in Baton Rouge, the ...                See full summary »
",Stanton Barrett,"Ed Quinn, 
Michael Dudikoff, 
Rick Fox, 
Chad Lail
",2057,97.0,33320000.0
The Curious Creations of Christine McConnell,Comedy,2018,2018,7.8,"
Part cooking show, part sitcom in the vein of the Addams Family and the Muppet Show set inside the enchanted home of Christine McConnell, who has attracted hundreds of thousands of social media followers with her creepy edible creations.",TBD,"Morgana Ignis, 
Tim Lagasse, 
Drew Massey, 
Christine H. McConnell
",2220,26.0,855000.0
Followers,Drama,2020,2020,6.2,"
A story about the lifestyles of women whose lives intersect in this world dominated by social media.",TBD,"Miki Nakatani, 
Elaiza Ikeda, 
Mari Natsuki, 
Yuka Itaya
",440,40.0,1360000.0
Boi,Mystery,2019,2019,5.0,"
Boi is a young man starting out in a new job as a chauffeur. While anxiously waiting for news from his girlfriend regarding a decision that could change both their lives, he must accompany ...                See full summary »
",Jorge M. Fontana,"Bernat Quintana, 
Lisa, 
Fina Rius, 
Adrian Pang
",604,110.0,1040000.0
Toro,Action,2016,2016,5.9,"
A former con man must be back to his old habits to save his older brother and niece from his ex boss and mentor.",Kike Maíllo,"Mario Casas, 
Luis Tosar, 
José Sacristán, 
Claudia Canal
",3076,105.0,33320000.0
The Legend of White Snake,Drama,2019,2019,7.7,"
Provoked by the actions of a seemingly sly human, an ancient snake spirit takes on a human form, in order to prove him a fraud. Convinced she's doing the world a favor, Bai Su Zhen ...                See full summary »
",TBD,"Jingyi Ju, 
Yan Xiao, 
Menglong Yu, 
Tim Pei
",172,45.0,1360000.0
Hwanggeumbit Nae Insaeng,Drama,2017,Ongoing,6.3,"
A woman has a chance for success, but falls into a bottomless pit of her life. She looks for ways to find happiness through her circumstance.",TBD,"Hye-Sun Shin, 
Shi-hoo Park, 
Lee Tae-Hwan, 
Eun-Su Seo
",236,65.0,1360000.0
"Fat, Sick & Nearly Dead",Documentary,2010,2010,7.5,"
100 pounds overweight, loaded up on steroids and suffering from a debilitating autoimmune disease, Joe Cross is at the end of his rope and the end of his hope. In the mirror he saw a 310lb ...                See full summary »
",TBD,"Joe Cross, 
Amy Badberg, 
Merv Cross, 
Virginia Cross
",8590,97.0,120000.0
Super Monsters,Animation,2017,Ongoing,6.5,"
Preschool kids whose parents are the world's most famous monsters try to master their special powers while preparing for kindergarten.",TBD,"Ewan Goddard, 
Nigel Pilkington, 
Vincent Tong, 
Erin Mathews
",356,23.0,10715000.0
Liberi di scegliere,Crime,2019,2019,6.5,"
A judge decides to dedicate his life to go after the members of the Ndranghtea-mafia, when he meets a young heir who longs for a life without criminality.",Giacomo Campiotti,"Alessandro Preziosi, 
Nicole Grimaudo, 
Carmine Buschini, 
Federica Sabatini
",229,126.0,675000.0
Beuramseureul Joahaseyo,Drama,2020,2020,7.7,"
A drama about the dreams and love of classical music students who find their own happiness after wandering between talent and reality.",TBD,"Eun-bin Park, 
Min-Jae Kim, 
Kim Sung-cheol, 
Ji-Hyun Park
",500,65.0,1360000.0
Transformers: Rescue Bots Academy,Animation,2019,Ongoing,6.6,"
Five students of the Rescue Bots Training Academy from Cybertron -- Hot Shot, Whirl, Medix, Hoist and Wedge -- learn to respond to emergency situations and become heroes.",TBD,"Todd Perlmutter, 
Courtney Shaw, 
Ashleigh Chrisena Ricci, 
Haley Carter Chapel
",76,11.0,10715000.0
13 Reasons Why: Season 2 Date Announcement Commercial,Short,2018,2018,7.2,"
Add a Plot
",Greg Jardin,"Alisha Boe, 
Tommy Dorfman, 
Katherine Langford, 
Derek Luke
",197,1.0,1360000.0
Atone,Action,2019,2019,3.1,"
Former special ops soldier, Laura Bishop, shows up for work at the largest church in America and is forced to take down a team of hijackers when she learns her daughter is trapped inside.",Wes Miller,"Robert Rusler, 
Columbus Short, 
Scott Elrod, 
Stephen Farrelly
",416,89.0,33320000.0
Open Heart,Drama,2015,2015,7.1,"
In the wake of her father's disappearance, 16-year-old Dylan Blake falls in with the wrong crowd, gets arrested, and earns court-ordered community service volunteering at Open Heart ...                See full summary »
",TBD,"Tori Anderson, 
Karis Cameron, 
Jenny Cooper, 
Justin Kelly
",653,22.0,1360000.0
Garoojigi,Comedy,2008,2008,5.4,"
Byun, whilst a good fighter, is constantly ridiculed by the village women for his tiny 'package.' However, this ends when a monk provides Byun with a massive penis and amazing sexual ...                See full summary »
",Hansol Shin,"Tae-gyu Bong, 
Yi-yeong Shim, 
Dal-su Oh, 
Yuh-Jung Youn
",662,120.0,855000.0
The Edge of Democracy,Documentary,2019,2019,7.2,"
Political documentary and personal memoir collide in this exploration into the complex truth behind the unraveling of two Brazilian presidencies.",Petra Costa,"Dilma Rousseff, 
Luiz Inácio Lula da Silva, 
Marisa Letícia Lula da Silva, 
Sergio Moro
",13811,121.0,120000.0
Juman,Drama,2019,2019,5.4,"
This series has a Middle Eastern ""Romeo & Juliet"" theme. Juman and Hisham fall in love and marry, against their families' advice. With familial pressures and differences in their understanding, their love is sorely tested.",TBD,"Nour Al Ghandour, 
Muhanad Al-Hamdi, 
Mubarak Al-Shatti, 
Abdullah Al-Turkumani
",79,40.0,1360000.0
You vs. Wild,Adventure,2019,2019,6.7,"
In this interactive series, you'll make key decisions to help Bear Grylls survive, thrive and complete missions in the harshest environments on Earth.",TBD,TBD,2333,20.0,44820000.0
Wat Is Dan Liefde,Comedy,2019,2019,6.9,"
A compassionate divorce lawyer and her callous male co-worker find themselves reconsidering their beliefs on love, marriage, ambition and each other as they go head-to-head over the coveted position of partner in their legal firm.",Aniëlle Webster,"Elise Schaap, 
Maarten Heijmans, 
Teun Luijkx, 
Anneke Blok
",1001,103.0,855000.0
Untitled Lindsay Lohan/Netflix Project,Comedy,2022,2022,7.0,"
A newly engaged hotel heiress gets into an accident and, suffering from amnesia, finds herself in the care of a handsome lodge owner and his precocious daughter in the days leading up to Christmas.",Janeen Damian,TBD,1425,77.0,855000.0
2:22,Crime,2008,2008,5.2,"
The plan was easy; the job was not. On a snowy night a tight crew of four criminals plan to pull off a routine heist. When things go horribly wrong, friendship, loyalty and trust are pushed to the limit.",Phillip Guzman,"Mick Rossi, 
Robert Miano, 
Aaron Gallagher, 
Jorge A. Jimenez
",1361,104.0,675000.0
Spirit Riding Free: Riding Academy,Animation,2020,Ongoing,7.1,"
In a small Western town a young girl from the city forms a tight bond with wild horse Spirit while having adventures with her friends.",TBD,"Amber Frank, 
Bailey Gambertoglio, 
Sydney Park, 
Darcy Rose Byrnes
",66,24.0,10715000.0
Undefeated,Documentary,2011,2011,7.7,"
Chronicles three underprivileged students from inner-city Memphis and their volunteer coach who tries to help them beat the odds on and off the field.",TBD,"Bill Courtney, 
O.C. Brown, 
Montrail 'Money' Brown, 
Chavis Daniels
",6897,113.0,560000.0
The King 2 Hearts,Action,2012,2012,7.8,"
The crown-prince of South Korea is forced to work alongside a female North Korean military officer. Political and emotional complications lead to an uneasy marriage engagement.",TBD,"Lee Seung-gi, 
Ha Ji-Won, 
Jo Jung-Suk, 
Jason-Patrick Taylor
",1197,65.0,33320000.0
Struggle: The Life and Lost Art of Szukalski,Documentary,2018,2018,8.0,"
This documentary chronicles the life of Polish-American artist Stanislav Szukalski (1893-1987) from his early years in Chicago, to his time in Poland and Los Angeles, and his artistic and political contributions to the world.",Ireneusz Dobrowolski,"Stanislav Szukalski, 
Glenn Bray, 
Robert Williams, 
Suzanne Williams
",3650,115.0,120000.0
Citation,Drama,2020,2020,6.2,"
A bright student in Nigeria takes on the academic establishment when she reports a popular professor who tried to rape her. Based on real events.",Kunle Afolayan,"Jimmy Jean-Louis, 
Temi Otedola, 
Ini Edo, 
Adjetey Anang
",881,151.0,1360000.0
Papa Hemingway in Cuba,Biography,2015,2015,6.3,"
In 1959, a young journalist ventures to Havana, Cuba to meet his idol, the legendary Ernest Hemingway who helped him find his literary voice, while the Cuban Revolution comes to a boil around them.",Bob Yari,"Giovanni Ribisi, 
Joely Richardson, 
Adrian Sparks, 
Minka Kelly
",1450,110.0,1120000.0
Yowamushi pedaru,Animation,2013,Ongoing,7.8,"
Onoda is a cheerful otaku looking to join his new school's anime club, eager to finally make some friends. Unfortunately, the club has been disbanded and somehow he stumbled into the bicycle club.",TBD,"Kôsuke Toriumi, 
Daiki Yamashita, 
Jun Fukushima, 
Ayaka Suwa
",675,23.0,10715000.0
Wira,Action,2019,2019,6.3,"
After leaving the military, Hassan returns home to help his sister settle a debt to the local gang boss. To do so they must team up to fight the gangster's son and daughter in the ring.",Adrian Teh,"Hairul Azreen, 
Fify Azmi, 
Hilal Azman, 
Henley Hii
",394,109.0,33320000.0
Ethan Frome,Drama,1993,1993,6.2,"
A new pastor arrives in a stark Vermont village and is intrigued by crippled, misshapen Ethan Frome living on an isolated, hardscrabble farm with his sickly wife Zeena.",John Madden,"Liam Neeson, 
Patricia Arquette, 
Gil Rood, 
Tate Donovan
",2056,99.0,300000.0
Naruto SD: Rock Lee no Seishun Full-Power Ninden,Animation,2012,2013,7.4,"
Naruto SD: Rock Lee & His Ninja Pals is story of Rock Lee's adventures from Rock Lee's perspective.",TBD,"Yôichi Masukawa, 
Yukari Tamura, 
Kôichi Tôchika, 
Tôru Ohkawa
",787,24.0,10715000.0
Wet Hot American Summer: First Day of Camp - Featurette,Documentary,2015,2015,7.8,"
Add a Plot
",TBD,TBD,62,80.0,120000.0
Rajma Chawal,Comedy,2018,2018,5.8,"
An internet-rookie father attempts to use social media to enhance his faltering relationship with his millennial son.",Leena Yadav,"Rishi Kapoor, 
Amyra Dastur, 
Mukesh Chhabra, 
Aparshakti Khurana
",1725,117.0,855000.0
